Name,Nationality,Overall,Wage €'s,Wage $'s, Annualized Salary Wage €'s ,Annualized Salary Wage S's,Age,Potential
C. Hemlein,Germany,66,2, 2 ," 104,000 ","119,540",27,66
D. Anderson,Netherlands,66,9, 10 ," 468,000 ","537,931",23,75
M. Døhr Thychosen,Denmark,66,4, 5 ," 208,000 ","239,080",21,74
A. Nordvik,Norway,66,2, 2 ," 104,000 ","119,540",31,66
D. Thomalla,Germany,66,4, 5 ," 208,000 ","239,080",25,69
P. Parzyszek,Poland,66,3, 3 ," 156,000 ","179,310",24,71
M. Fornasier,Italy,66,1, 1 ," 52,000 ","59,770",24,70
Michel Douglas,Brazil,66,4, 5 ," 208,000 ","239,080",26,68
Álex Cobo,Spain,66,2, 2 ," 104,000 ","119,540",22,76
M. Çelik,Sweden,66,2, 2 ," 104,000 ","119,540",28,66
L. Woudenberg,Netherlands,66,2, 2 ," 104,000 ","119,540",24,70
T. Tekie,Sweden,66,5, 6 ," 260,000 ","298,851",21,72
D. Vega,Costa Rica,66,2, 2 ," 104,000 ","119,540",25,67
N. Rusyn,Ukraine,66,1, 1 ," 52,000 ","59,770",19,78
Víctor,Spain,66,2, 2 ," 104,000 ","119,540",21,79
A. Deja,Poland,66,2, 2 ," 104,000 ","119,540",25,70
F. Cornejo,Chile,66,2, 2 ," 104,000 ","119,540",22,76
A. Balboa,Uruguay,66,4, 5 ," 208,000 ","239,080",24,73
D. Edwards,Wales,66,10, 11 ," 520,000 ","597,701",32,66
R. Vargas,Bolivia,66,€ 0, -   , -   ,0,23,69
F. Rherras,Morocco,66,2, 2 ," 104,000 ","119,540",25,70
Gu Sung Yun,Korea Republic,66,1, 1 ," 52,000 ","59,770",24,70
C. Mavrias,Greece,66,2, 2 ," 104,000 ","119,540",24,72
E. Martinez,Uruguay,66,3, 3 ," 156,000 ","179,310",27,66
Lee Chang Geun,Korea Republic,66,1, 1 ," 52,000 ","59,770",24,72
M. Mohsen,Egypt,66,€ 0, -   , -   ,0,29,66
A. Gómez,Peru,66,2, 2 ," 104,000 ","119,540",25,68
N. Ramírez,Chile,66,3, 3 ," 156,000 ","179,310",21,80
C. Gebauer,Austria,66,4, 5 ," 208,000 ","239,080",24,69
C. Knett,Austria,66,3, 3 ," 156,000 ","179,310",27,67
K. Naismith,Scotland,66,15, 17 ," 780,000 ","896,552",26,67
Rober Correa,Spain,66,3, 3 ," 156,000 ","179,310",25,69
C. Escobar,Chile,66,2, 2 ," 104,000 ","119,540",28,66
J. Smeets,Netherlands,66,2, 2 ," 104,000 ","119,540",23,72
Borja Galán,Spain,66,3, 3 ," 156,000 ","179,310",25,68
J. Intriago,Ecuador,66,€ 0, -   , -   ,0,22,75
D. Sjölund,Finland,66,2, 2 ," 104,000 ","119,540",35,66
E. Bonifacio,Argentina,66,4, 5 ," 208,000 ","239,080",24,73
Lee Ho Seung,Korea Republic,66,2, 2 ," 104,000 ","119,540",28,66
G. Hein,France,66,2, 2 ," 104,000 ","119,540",21,72
H. Abe,Japan,66,2, 2 ," 104,000 ","119,540",19,80
A. De Bruyn,Belgium,65,3, 3 ," 156,000 ","179,310",24,69
J. Akinde,England,65,6, 7 ," 312,000 ","358,621",28,65
D. McGregor,Scotland,65,2, 2 ," 104,000 ","119,540",32,65
G. Villarruel,Argentina,65,3, 3 ," 156,000 ","179,310",25,68
Pastrana,Spain,65,4, 5 ," 208,000 ","239,080",21,75
Teixeira José,Brazil,65,6, 7 ," 312,000 ","358,621",28,65
A. Fernández,Uruguay,65,3, 3 ," 156,000 ","179,310",32,65
J. Devecchi,Argentina,65,3, 3 ," 156,000 ","179,310",22,75
C. Früchtl,Germany,65,3, 3 ," 156,000 ","179,310",18,86
I. Rondanini,Italy,65,1, 1 ," 52,000 ","59,770",23,73
W. Creavalle,Guyana,65,2, 2 ," 104,000 ","119,540",27,66
A. Considine,Scotland,65,2, 2 ," 104,000 ","119,540",31,65
J. Vitale,Argentina,65,4, 5 ," 208,000 ","239,080",22,74
J. Ryerson,Norway,65,5, 6 ," 260,000 ","298,851",20,73
J. Ríos,Colombia,65,1, 1 ," 52,000 ","59,770",26,67
K. Dabila,Ivory Coast,65,5, 6 ," 260,000 ","298,851",21,75
Avilés,Spain,65,5, 6 ," 260,000 ","298,851",20,74
No Dong Geon,Korea Republic,65,2, 2 ," 104,000 ","119,540",26,68
Benjamin Muscato,Brazil,65,4, 5 ," 208,000 ","239,080",26,65
N. Topor-Stanley,Australia,65,1, 1 ," 52,000 ","59,770",33,65
P. Clement,Netherlands,65,7, 8 ," 364,000 ","418,391",22,71
H. Toffolo,England,65,4, 5 ," 208,000 ","239,080",22,70
C. Colkett,England,65,2, 2 ," 104,000 ","119,540",21,74
B. Çamoğlu,Turkey,65,2, 2 ," 104,000 ","119,540",21,72
Yang Dong Hyen,Korea Republic,65,3, 3 ," 156,000 ","179,310",32,65
S. Tetteh,Ghana,65,7, 8 ," 364,000 ","418,391",21,74
A. Dobos,Hungary,65,1, 1 ," 52,000 ","59,770",18,79
J. Mason,Republic of Ireland,65,16, 18 ," 832,000 ","956,322",27,65
Lee Woong Hee,Korea Republic,65,2, 2 ," 104,000 ","119,540",29,65
C. Lavery,Northern Ireland,65,4, 5 ," 208,000 ","239,080",25,67
M. Savastano,Netherlands,65,3, 3 ," 156,000 ","179,310",21,72
N. Granatowski,Germany,65,1, 1 ," 52,000 ","59,770",27,65
M. Stiefler,Germany,65,3, 3 ," 156,000 ","179,310",29,65
L. Pavez,Chile,65,1, 1 ," 52,000 ","59,770",22,74
S. Román,Colombia,65,1, 1 ," 52,000 ","59,770",23,74
M. Bakker,Netherlands,65,2, 2 ," 104,000 ","119,540",18,79
A. Sambi Lokonga,Belgium,65,2, 2 ," 104,000 ","119,540",18,81
M. Pérez Acuña,Argentina,65,3, 3 ," 156,000 ","179,310",24,71
K. Dempsey,England,65,3, 3 ," 156,000 ","179,310",22,74
Lee You Hyeon,Korea Republic,65,2, 2 ," 104,000 ","119,540",21,75
Y. Quintana,Uruguay,65,2, 2 ," 104,000 ","119,540",22,73
B. Knighton,United States,65,2, 2 ," 104,000 ","119,540",33,65
R. Bennett,England,65,3, 3 ," 156,000 ","179,310",26,65
A. Lonergan,England,65,9, 10 ," 468,000 ","537,931",34,65
B. Sverrisson,Iceland,65,4, 5 ," 208,000 ","239,080",28,65
D. Forde,Republic of Ireland,65,2, 2 ," 104,000 ","119,540",38,65
H. Gong,Nigeria,65,2, 2 ," 104,000 ","119,540",19,77
T. Kupisz,Poland,65,1, 1 ," 52,000 ","59,770",28,65
M. Abusabaan,Saudi Arabia,65,7, 8 ," 364,000 ","418,391",28,65
C. Amaya,Colombia,65,1, 1 ," 52,000 ","59,770",27,65
Wu Yake,China PR,65,2, 2 ," 104,000 ","119,540",27,67
M. Schulz,Germany,65,3, 3 ," 156,000 ","179,310",23,75
O. Rojas,Mexico,65,2, 2 ," 104,000 ","119,540",36,65
P. Jaroszyński,Poland,65,3, 3 ," 156,000 ","179,310",23,70
L. Reed,England,65,3, 3 ," 156,000 ","179,310",20,74
T. Elrich,Australia,65,3, 3 ," 156,000 ","179,310",31,65
M. Malaeka,Saudi Arabia,65,5, 6 ," 260,000 ","298,851",32,65
C. Rentería,Colombia,65,1, 1 ," 52,000 ","59,770",22,75
S. Cox,Republic of Ireland,65,3, 3 ," 156,000 ","179,310",31,65
A. Mannus,Northern Ireland,65,1, 1 ," 52,000 ","59,770",36,65
P. Jaeckel,Germany,65,1, 1 ," 52,000 ","59,770",19,77
J. Bijol,Slovenia,65,1, 1 ," 52,000 ","59,770",19,78
Z. Kozulj,Bosnia Herzegovina,65,2, 2 ," 104,000 ","119,540",24,69
Song Jin Hyung,Korea Republic,65,2, 2 ," 104,000 ","119,540",30,65
C. Duvall,United States,65,2, 2 ," 104,000 ","119,540",26,66
R. Williams,England,65,10, 11 ," 520,000 ","597,701",21,74
M. Naamani,Algeria,65,7, 8 ," 364,000 ","418,391",27,67
M. Gollner,Austria,65,4, 5 ," 208,000 ","239,080",27,66
D. Pedersen,Denmark,65,1, 1 ," 52,000 ","59,770",25,69
O. Berber,Turkey,65,4, 5 ," 208,000 ","239,080",26,68
Steven Vitória,Canada,65,2, 2 ," 104,000 ","119,540",31,65
B. Stokke,Norway,65,4, 5 ," 208,000 ","239,080",27,65
M. Ospitalieri,Belgium,65,2, 2 ," 104,000 ","119,540",26,67
J. Haugaard,Denmark,65,8, 9 ," 416,000 ","478,161",26,70
S. Mauk,Australia,65,2, 2 ," 104,000 ","119,540",22,73
Óscar Whalley,Spain,65,2, 2 ," 104,000 ","119,540",24,70
S. O'Donnell,Republic of Ireland,65,1, 1 ," 52,000 ","59,770",32,65
Marquinhos Cipriano,Brazil,65,1, 1 ," 52,000 ","59,770",19,81
I. Vassell,England,65,7, 8 ," 364,000 ","418,391",24,68
T. Lehne Olsen,Norway,65,2, 2 ," 104,000 ","119,540",27,66
S. Pontisso,Italy,65,5, 6 ," 260,000 ","298,851",21,77
Henrique Jardinel,Brazil,65,4, 5 ," 208,000 ","239,080",30,65
C. Almeida,Uruguay,65,3, 3 ," 156,000 ","179,310",28,65
R. Yalçın,Germany,65,3, 3 ," 156,000 ","179,310",24,72
S. Jhingan,India,65,€ 0, -   , -   ,0,24,71
Jeong Hyun Cheol,Korea Republic,65,2, 2 ," 104,000 ","119,540",25,69
M. McKenzie,United States,65,1, 1 ," 52,000 ","59,770",19,78
J. Deumeland,Germany,65,1, 1 ," 52,000 ","59,770",30,65
N. Lang,Netherlands,65,3, 3 ," 156,000 ","179,310",19,77
V. Vries,Namibia,65,1, 1 ," 52,000 ","59,770",27,68
L. Verstraete,Belgium,65,3, 3 ," 156,000 ","179,310",19,77
J. Jigauri,Georgia,65,2, 2 ," 104,000 ","119,540",25,68
D. Moxey,England,65,3, 3 ," 156,000 ","179,310",32,65
C. Wernitznig,Austria,65,4, 5 ," 208,000 ","239,080",28,65
C. Valeri,Australia,65,3, 3 ," 156,000 ","179,310",33,65
M. Mosquera,Colombia,65,1, 1 ," 52,000 ","59,770",25,68
R. Kouamé,Mali,65,6, 7 ," 312,000 ","358,621",21,76
D. Chima Chukwu,Nigeria,65,2, 2 ," 104,000 ","119,540",27,66
E. Harrison,Wales,65,3, 3 ," 156,000 ","179,310",24,66
T. Wendel,Germany,65,1, 1 ," 52,000 ","59,770",29,65
O. Schnitzler,Germany,65,1, 1 ," 52,000 ","59,770",22,72
A. Coly,Senegal,65,1, 1 ," 52,000 ","59,770",25,67
M. Vera,Argentina,65,2, 2 ," 104,000 ","119,540",22,74
R. De Vita,Italy,65,2, 2 ," 104,000 ","119,540",30,65
F. Lohkemper,Germany,65,4, 5 ," 208,000 ","239,080",23,72
M. Ajani,Germany,65,1, 1 ," 52,000 ","59,770",24,68
M. Lund Nielsen,Denmark,65,2, 2 ," 104,000 ","119,540",30,65
T. Mpati,Belgium,65,4, 5 ," 208,000 ","239,080",26,67
Edu Espiau,Spain,65,3, 3 ," 156,000 ","179,310",23,71
H. Acosta,Mexico,65,6, 7 ," 312,000 ","358,621",26,66
T. Bu Haymid,Saudi Arabia,65,5, 6 ," 260,000 ","298,851",30,65
D. Mikanović,Croatia,65,3, 3 ," 156,000 ","179,310",24,71
R. Massimo,Germany,65,4, 5 ," 208,000 ","239,080",17,82
A. Smárason,Iceland,65,2, 2 ," 104,000 ","119,540",29,65
S. Brandy,Germany,65,4, 5 ," 208,000 ","239,080",33,65
B. Adjei-Boateng,Ghana,65,2, 2 ," 104,000 ","119,540",24,71
F. Milo,Argentina,65,4, 5 ," 208,000 ","239,080",26,68
K. Cissé,Mali,65,1, 1 ," 52,000 ","59,770",34,65
D. Castillo,Chile,65,1, 1 ," 52,000 ","59,770",27,68
A. Krešić,Croatia,65,5, 6 ," 260,000 ","298,851",22,75
Escriche,Spain,65,5, 6 ," 260,000 ","298,851",20,75
E. Ataseven,Turkey,65,4, 5 ," 208,000 ","239,080",25,70
M. Kopczyński,Poland,65,3, 3 ," 156,000 ","179,310",26,68
Mao Jianqing,China PR,65,4, 5 ," 208,000 ","239,080",31,65
J. Clarke,England,65,3, 3 ," 156,000 ","179,310",26,66
Pak Kwang Ryong,Korea DPR,65,5, 6 ," 260,000 ","298,851",25,66
J. Husband,England,65,6, 7 ," 312,000 ","358,621",24,70
A. Al Zori,Saudi Arabia,65,6, 7 ," 312,000 ","358,621",30,65
Airam,Spain,65,2, 2 ," 104,000 ","119,540",30,65
M. Schulze Niehues,Germany,65,1, 1 ," 52,000 ","59,770",29,65
P. De la Vega,Argentina,65,3, 3 ," 156,000 ","179,310",17,82
P. Sweeney,Republic of Ireland,65,3, 3 ," 156,000 ","179,310",23,69
P. Tuszyński,Poland,65,2, 2 ," 104,000 ","119,540",28,65
J. Mosquera,Colombia,65,1, 1 ," 52,000 ","59,770",27,68
M. Coppolaro,Italy,65,4, 5 ," 208,000 ","239,080",21,79
R. Mmaee,Belgium,65,4, 5 ," 208,000 ","239,080",21,74
S. Inagaki,Japan,65,3, 3 ," 156,000 ","179,310",26,67
E. Mwepu,Zambia,65,6, 7 ," 312,000 ","358,621",20,76
F. Viteritti,Germany,65,1, 1 ," 52,000 ","59,770",25,67
A. Dyer,Montserrat,65,2, 2 ," 104,000 ","119,540",28,65
M. Mak,Poland,65,3, 3 ," 156,000 ","179,310",26,65
Bae Il Hwan,Korea Republic,65,2, 2 ," 104,000 ","119,540",29,65
H. Adelakun,England,65,9, 10 ," 468,000 ","537,931",22,77
M. Devlin,Scotland,65,2, 2 ," 104,000 ","119,540",24,70
J. Serra,Germany,65,3, 3 ," 156,000 ","179,310",20,78
G. Faivre,Switzerland,65,3, 3 ," 156,000 ","179,310",31,65
K. Ellis,United States,65,2, 2 ," 104,000 ","119,540",27,66
L. Janoszka,Poland,65,2, 2 ," 104,000 ","119,540",31,65
P. Azango,Nigeria,65,4, 5 ," 208,000 ","239,080",21,74
M. Kennedy,Scotland,65,2, 2 ," 104,000 ","119,540",23,71
N. Fitzgerald,Australia,65,3, 3 ," 156,000 ","179,310",26,65
M. Kudo,Japan,65,4, 5 ," 208,000 ","239,080",28,65
N. Busch Thor,Sweden,65,1, 1 ," 52,000 ","59,770",32,65
M. Harriman,Republic of Ireland,65,2, 2 ," 104,000 ","119,540",25,67
L. Görtler,Germany,65,5, 6 ," 260,000 ","298,851",24,71
D. Ovono,Gabon,65,1, 1 ," 52,000 ","59,770",35,65
L. Pellegrini,Italy,65,5, 6 ," 260,000 ","298,851",19,79
K. Larsen,Norway,65,2, 2 ," 104,000 ","119,540",26,66
A. Kruiswijk,Netherlands,65,4, 5 ," 208,000 ","239,080",33,65
A. Jaakkola,Finland,65,6, 7 ," 312,000 ","358,621",31,65
T. Chong,Netherlands,65,13, 15 ," 676,000 ","777,011",18,85
P. Alvarenga,Paraguay,65,4, 5 ," 208,000 ","239,080",30,65
M. Pascali,Italy,65,1, 1 ," 52,000 ","59,770",36,65
L. Dyer,England,65,2, 2 ," 104,000 ","119,540",35,65
P. Delecroix,France,65,2, 2 ," 104,000 ","119,540",29,66
E. Hooi,Curacao,65,3, 3 ," 156,000 ","179,310",26,65
J. Riley,England,65,3, 3 ," 156,000 ","179,310",26,66
J. López,Algeria,65,2, 2 ," 104,000 ","119,540",26,65
C. Stokes,England,65,4, 5 ," 208,000 ","239,080",27,66
J. Campbell,United States,65,2, 2 ," 104,000 ","119,540",25,69
Marcão,Brazil,65,2, 2 ," 104,000 ","119,540",22,69
D. Mungo,Italy,65,1, 1 ," 52,000 ","59,770",25,67
G. Marinelli,Argentina,65,3, 3 ," 156,000 ","179,310",29,66
G. Wegkamp,Germany,65,1, 1 ," 52,000 ","59,770",25,70
A. Gersbach,Australia,65,1, 1 ," 52,000 ","59,770",21,75
You Ju An,Korea Republic,65,1, 1 ," 52,000 ","59,770",19,73
M. Tacalfred,France,65,1, 1 ," 52,000 ","59,770",37,65
I. Durmuş,Turkey,65,3, 3 ," 156,000 ","179,310",24,69
J. Méndez,Ecuador,65,€ 0, -   , -   ,0,21,74
A. Otero,Colombia,65,1, 1 ," 52,000 ","59,770",34,65
Kim Jin Ya,Korea Republic,65,1, 1 ," 52,000 ","59,770",20,77
D. Christensen,Denmark,65,3, 3 ," 156,000 ","179,310",29,65
N. DeLeon,United States,65,2, 2 ," 104,000 ","119,540",27,65
L. Grozurek,Austria,65,5, 6 ," 260,000 ","298,851",26,66
L. Narváez,Colombia,65,1, 1 ," 52,000 ","59,770",33,65
R. McArdle,Northern Ireland,65,3, 3 ," 156,000 ","179,310",31,65
J. Pérez,United States,65,2, 2 ," 104,000 ","119,540",20,81
Loureiro,Spain,65,2, 2 ," 104,000 ","119,540",21,73
Javi Hernández,Spain,65,18, 21 ," 936,000 ","1,075,862",20,79
K. Appiah,Ghana,65,3, 3 ," 156,000 ","179,310",27,65
R. Kirilov,Bulgaria,65,€ 0, -   , -   ,0,26,66
H. Matynia,Poland,65,2, 2 ," 104,000 ","119,540",22,72
Fran Gámez,Spain,65,2, 2 ," 104,000 ","119,540",26,66
O. Ademi,Switzerland,65,3, 3 ," 156,000 ","179,310",26,66
J. Bjørdal,Norway,65,4, 5 ," 208,000 ","239,080",32,65
A. Stolz,Germany,65,6, 7 ," 312,000 ","358,621",34,65
Borja García,Spain,65,2, 2 ," 104,000 ","119,540",28,67
N. Sonko Sundberg,Sweden,65,1, 1 ," 52,000 ","59,770",22,72
T. Božić,Croatia,65,1, 1 ," 52,000 ","59,770",30,65
Guridi,Spain,65,6, 7 ," 312,000 ","358,621",23,73
Fabio González,Spain,65,2, 2 ," 104,000 ","119,540",21,73
W. Thomas,England,65,4, 5 ," 208,000 ","239,080",31,65
M. Costly,Germany,65,4, 5 ," 208,000 ","239,080",22,72
T. Knoflach,Austria,65,3, 3 ," 156,000 ","179,310",24,71
Z. Vyner,England,65,7, 8 ," 364,000 ","418,391",21,72
B. Atik,Turkey,65,5, 6 ," 260,000 ","298,851",23,72
L. Goujon,France,65,2, 2 ," 104,000 ","119,540",22,74
M. Ferrier,England,65,2, 2 ," 104,000 ","119,540",23,70
H. Salinas,Chile,65,1, 1 ," 52,000 ","59,770",28,65
K. Nakamachi,Japan,65,2, 2 ," 104,000 ","119,540",32,65
J. Ekkelenkamp,Netherlands,65,2, 2 ," 104,000 ","119,540",18,78
L. Haquin,Bolivia,65,€ 0, -   , -   ,0,20,72
L. Legge,England,65,4, 5 ," 208,000 ","239,080",33,65
K. Harris,England,65,11, 13 ," 572,000 ","657,471",25,68
S. Avellaneda,Colombia,65,1, 1 ," 52,000 ","59,770",28,67
F. Ávila,Colombia,65,1, 1 ," 52,000 ","59,770",24,71
M. Almebäck,Sweden,65,2, 2 ," 104,000 ","119,540",30,65
J. Günther-Schmidt,Germany,65,6, 7 ," 312,000 ","358,621",23,72
B. Rivero,Argentina,65,4, 5 ," 208,000 ","239,080",22,75
L. Argudo,United States,65,2, 2 ," 104,000 ","119,540",22,72
J. Leutwiler,Canada,65,8, 9 ," 416,000 ","478,161",29,65
J. Ortiz,Chile,65,3, 3 ," 156,000 ","179,310",27,65
E. Demirović,Bosnia Herzegovina,65,5, 6 ," 260,000 ","298,851",20,79
H. Petryk,Uruguay,65,3, 3 ," 156,000 ","179,310",23,72
S. O'Keefe,England,65,11, 13 ," 572,000 ","657,471",27,65
Woo Ju Sung,Korea Republic,65,2, 2 ," 104,000 ","119,540",25,68
A. Čermák,Czech Republic,65,1, 1 ," 52,000 ","59,770",23,72
E. Schreiner,Austria,65,4, 5 ," 208,000 ","239,080",29,65
A. Ba,France,65,1, 1 ," 52,000 ","59,770",19,78
U. Moses Ekpai,Nigeria,65,1, 1 ," 52,000 ","59,770",22,73
L. Daniels,England,65,8, 9 ," 416,000 ","478,161",30,65
R. Laursen,Denmark,65,3, 3 ," 156,000 ","179,310",26,68
J. Cullen,Republic of Ireland,65,14, 16 ," 728,000 ","836,782",22,75
N. Kijewski,Germany,65,2, 2 ," 104,000 ","119,540",22,73
B. Passi,France,65,4, 5 ," 208,000 ","239,080",20,76
T. Müller,Germany,65,3, 3 ," 156,000 ","179,310",23,69
R. Procházka,Slovakia,65,1, 1 ," 52,000 ","59,770",29,65
A. Alvarez,El Salvador,65,2, 2 ," 104,000 ","119,540",33,65
Alex Vallejo,Spain,65,2, 2 ," 104,000 ","119,540",26,69
M. Pepić,Montenegro,65,1, 1 ," 52,000 ","59,770",22,72
Matheus Jesus,Brazil,65,2, 2 ," 104,000 ","119,540",21,76
M. Gebers,Germany,65,1, 1 ," 52,000 ","59,770",32,65
E. Pimentel,Mexico,65,13, 15 ," 676,000 ","777,011",28,65
A. Jackson-Hamel,Canada,65,2, 2 ," 104,000 ","119,540",24,69
Paulito Zanon,Brazil,65,5, 6 ," 260,000 ","298,851",26,65
L. Amos,England,65,13, 15 ," 676,000 ","777,011",21,79
S. Gomez,Colombia,65,1, 1 ," 52,000 ","59,770",22,75
Omar Santana,Spain,65,1, 1 ," 52,000 ","59,770",27,65
Y. M'Bone,Cameroon,65,2, 2 ," 104,000 ","119,540",25,70
Salva Ruíz,Spain,65,2, 2 ," 104,000 ","119,540",23,70
J. Deschamps,Chile,65,1, 1 ," 52,000 ","59,770",34,65
F. Feuillassier,Argentina,65,23, 26 ," 1,196,000 ","1,374,713",20,80
P. Haglund,Sweden,65,1, 1 ," 52,000 ","59,770",31,65
Henrique,Brazil,65,2, 2 ," 104,000 ","119,540",33,65
K. Hemmings,England,65,6, 7 ," 312,000 ","358,621",26,66
P. Jerez,Chile,65,1, 1 ," 52,000 ","59,770",31,65
W. Ponce,Chile,65,1, 1 ," 52,000 ","59,770",20,78
K. Ford,United States,65,2, 2 ," 104,000 ","119,540",22,74
R. Grzyb,Poland,65,2, 2 ," 104,000 ","119,540",35,65
G. Gunning,Republic of Ireland,65,4, 5 ," 208,000 ","239,080",27,65
I. Šehić,Bosnia Herzegovina,65,3, 3 ," 156,000 ","179,310",29,66
B. Potts,England,65,3, 3 ," 156,000 ","179,310",23,70
A. Hughes,Northern Ireland,65,2, 2 ," 104,000 ","119,540",38,65
J. Steer,England,65,4, 5 ," 208,000 ","239,080",25,70
K. Sharahili,Saudi Arabia,65,5, 6 ," 260,000 ","298,851",31,65
J. Hamilton,Canada,65,2, 2 ," 104,000 ","119,540",22,72
J. Reimerink,Netherlands,65,1, 1 ," 52,000 ","59,770",28,65
C. Woodrow,England,65,12, 14 ," 624,000 ","717,241",23,72
D. Georgievski,FYR Macedonia,65,1, 1 ," 52,000 ","59,770",30,65
L. Escalante,Colombia,65,1, 1 ," 52,000 ","59,770",26,65
K. Davis,England,65,4, 5 ," 208,000 ","239,080",20,76
V. Morales,Chile,65,1, 1 ," 52,000 ","59,770",27,67
M. Omoh,Nigeria,65,2, 2 ," 104,000 ","119,540",26,65
N. Guerra,Chile,65,2, 2 ," 104,000 ","119,540",19,78
P. Schürpf,Switzerland,65,4, 5 ," 208,000 ","239,080",28,65
C. Davies,Wales,65,6, 7 ," 312,000 ","358,621",32,65
A. Keita,Guinea,65,1, 1 ," 52,000 ","59,770",31,65
I. Erquiaga,Argentina,65,3, 3 ," 156,000 ","179,310",20,75
M. Abena,Suriname,65,2, 2 ," 104,000 ","119,540",23,69
Ham Seok Min,Korea Republic,65,1, 1 ," 52,000 ","59,770",24,72
D. Wheeler,England,65,3, 3 ," 156,000 ","179,310",27,65
Fran García,Spain,65,2, 2 ," 104,000 ","119,540",25,67
S. Sané,Germany,65,3, 3 ," 156,000 ","179,310",25,67
M. Solís,Colombia,65,1, 1 ," 52,000 ","59,770",35,65
F. Pick,Germany,65,2, 2 ," 104,000 ","119,540",22,73
D. Merelli,Italy,65,1, 1 ," 52,000 ","59,770",22,71
Zhang Lie,China PR,65,2, 2 ," 104,000 ","119,540",36,65
E. Šipović,Bosnia Herzegovina,65,5, 6 ," 260,000 ","298,851",27,66
R. Miyaichi,Japan,65,5, 6 ," 260,000 ","298,851",25,68
L. Burnet,Netherlands,65,2, 2 ," 104,000 ","119,540",27,65
C. Bickel,Germany,65,1, 1 ," 52,000 ","59,770",27,65
J. McCarthy,United States,65,2, 2 ," 104,000 ","119,540",25,70
T. Dekker,Netherlands,65,2, 2 ," 104,000 ","119,540",20,72
S. Niakaté,France,65,2, 2 ," 104,000 ","119,540",18,81
D. Marcandella,Italy,65,1, 1 ," 52,000 ","59,770",21,74
Park Won Jae,Korea Republic,65,3, 3 ," 156,000 ","179,310",34,65
N. Ioannidis,Greece,65,3, 3 ," 156,000 ","179,310",24,68
A. Barylla,Germany,65,1, 1 ," 52,000 ","59,770",21,73
J. González,Paraguay,65,3, 3 ," 156,000 ","179,310",26,69
G. Treand,France,65,2, 2 ," 104,000 ","119,540",32,65
E. Markkanen,Finland,65,2, 2 ," 104,000 ","119,540",26,66
A. McCormack,Republic of Ireland,65,3, 3 ," 156,000 ","179,310",34,65
M. Firenze,Italy,65,1, 1 ," 52,000 ","59,770",25,67
I. Maela,South Africa,65,1, 1 ," 52,000 ","59,770",25,67
L. Romo,Mexico,65,2, 2 ," 104,000 ","119,540",23,73
Peng Xinli,China PR,65,3, 3 ," 156,000 ","179,310",26,66
J. Zwischenbrugger,Austria,65,4, 5 ," 208,000 ","239,080",28,65
R. Taylor,Finland,65,1, 1 ," 52,000 ","59,770",23,71
O. Clarke,England,65,3, 3 ," 156,000 ","179,310",26,65
C. Cropper,United States,65,2, 2 ," 104,000 ","119,540",25,69
B. Garuccio,Australia,65,2, 2 ," 104,000 ","119,540",23,72
M. Fofana,Mali,65,1, 1 ," 52,000 ","59,770",20,80
F. Beltrán,Mexico,65,7, 8 ," 364,000 ","418,391",20,75
J. Carranza,Argentina,65,2, 2 ," 104,000 ","119,540",18,83
J. Arias,Curacao,65,2, 2 ," 104,000 ","119,540",23,70
D. Bergqvist,Sweden,65,2, 2 ," 104,000 ","119,540",25,69
J. Clarke-Harris,England,65,3, 3 ," 156,000 ","179,310",23,70
Juan Cámara,Spain,65,1, 1 ," 52,000 ","59,770",24,71
H. Da Campo,Argentina,65,4, 5 ," 208,000 ","239,080",23,71
R. Scheu,Germany,65,1, 1 ," 52,000 ","59,770",23,71
G. Bigirimana,England,65,2, 2 ," 104,000 ","119,540",24,69
E. Hajri,Tunisia,65,2, 2 ," 104,000 ","119,540",35,65
M. Langer,Austria,65,5, 6 ," 260,000 ","298,851",33,65
G. Allison,Mexico,65,5, 6 ," 260,000 ","298,851",27,66
S. Walker,England,65,6, 7 ," 312,000 ","358,621",26,68
L. Olum,Kenya,65,2, 2 ," 104,000 ","119,540",33,65
C. Giraldo,Colombia,65,1, 1 ," 52,000 ","59,770",38,65
G. Cros,France,65,1, 1 ," 52,000 ","59,770",23,70
Heo Yong Joon,Korea Republic,65,2, 2 ," 104,000 ","119,540",25,68
A. Ouahim,Morocco,65,1, 1 ," 52,000 ","59,770",20,76
K. Walker,Sweden,65,2, 2 ," 104,000 ","119,540",28,65
J. Benet,France,65,2, 2 ," 104,000 ","119,540",23,73
L. Villarruel,Argentina,65,3, 3 ," 156,000 ","179,310",27,66
T. Hadebe,Zimbabwe,65,1, 1 ," 52,000 ","59,770",22,75
Patrick,Cape Verde,65,2, 2 ," 104,000 ","119,540",24,69
C. Diedhiou,Senegal,65,3, 3 ," 156,000 ","179,310",30,65
L. Pérez,Italy,65,1, 1 ," 52,000 ","59,770",28,65
Sidnei Dalmeira,Brazil,65,4, 5 ," 208,000 ","239,080",30,65
Alfred,Spain,65,2, 2 ," 104,000 ","119,540",22,72
Álvaro Bustos,Spain,65,3, 3 ," 156,000 ","179,310",23,72
I. Azzaoui,Belgium,65,7, 8 ," 364,000 ","418,391",20,77
Y. Marillat,France,65,1, 1 ," 52,000 ","59,770",23,70
